PlaylistId,PlaylistName,TrackName,Composer,track_revenue
5,90’s Music,Adoled (Ocean),,0.0
5,90’s Music,Afraid,Nikki Sixx,0.0
5,90’s Music,Afraid To Shoot Strangers,Steve Harris,0.99
5,90’s Music,Afraid To Shoot Strangers,Steve Harris,0.0
5,90’s Music,Afraid To Shoot Strangers,,0.99
5,90’s Music,Africa Bamba,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",0.0
5,90’s Music,After Midnight,Clapton/J. J. Cale,0.99
5,90’s Music,Aftermath,The Tea Party,0.0
5,90’s Music,Agora Que O Dia Acordou,,0.99
5,90’s Music,Ain't My Bitch,"James Hetfield, Lars Ulrich",0.99
5,90’s Music,Ainda É Cedo,Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá,0.0
5,90’s Music,Alarum,The Tea Party,0.0
5,90’s Music,Alberta,Traditional,0.99
5,90’s Music,"Alegria, Alegria",,0.0
5,90’s Music,Alive,Stone Gossard,0.99
5,90’s Music,All I Really Want,Alanis Morissette & Glenn Ballard,0.99
5,90’s Music,All I Want Is You,U2 & Van Dyke Parks,0.99
5,90’s Music,All My Love,E. Schrody/L. Dimant,0.0
5,90’s Music,All Night Thing,,0.99
5,90’s Music,Aloha,Renato Russo,0.99
5,90’s Music,Always Be All Right,,0.0
5,90’s Music,Always Forever Now,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.0
5,90’s Music,"Always With Me, Always With You",,0.99
5,90’s Music,Am I Evil?,Harris/Tatler,0.99
5,90’s Music,Amanhã Não Se Sabe,Sérgio Britto,0.99
5,90’s Music,Amar É Tudo,Djavan,0.0
5,90’s Music,Amazing,"Steven Tyler, Richie Supa",0.99
5,90’s Music,Amor De Muito,Chico Science,1.98
5,90’s Music,Aneurysm,Nirvana,0.0
5,90’s Music,Angel,Carolyn Franklin and Sonny Saunders,0.0
5,90’s Music,Angel,"Steven Tyler, Desmond Child",0.99
5,90’s Music,Angel Of Harlem,U2,0.99
5,90’s Music,Animal,,0.99
5,90’s Music,Animal,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.99
5,90’s Music,Antene Se,,0.0
5,90’s Music,Antes Das Seis,Dado Villa-Lobos,0.0
5,90’s Music,Anthem,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.99
5,90’s Music,Anya,jon lord/roger glover,0.0
5,90’s Music,Apache Rose Peacock,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.0
5,90’s Music,Aquele Abraço,Gilberto Gil,0.99
5,90’s Music,Armageddon It,,0.0
5,90’s Music,Army Ants,The Tea Party,0.99
5,90’s Music,Around The World,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.99
5,90’s Music,As Dores do Mundo,Hyldon,0.99
5,90’s Music,As The Years Go by,Albert King,0.0
5,90’s Music,As We Sleep,,0.99
5,90’s Music,Asas,,0.0
5,90’s Music,Ashes To Ashes,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,0.99
5,90’s Music,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,0.99
5,90’s Music,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,0.99
5,90’s Music,Attitude,"Hetfield, Ulrich",0.99
5,90’s Music,Ava Adore,Billy Corgan,0.99
5,90’s Music,Ave Maria,Franz Schubert,0.0
5,90’s Music,Azul,Djavan,1.98
5,90’s Music,Açai,Djavan,1.98
5,90’s Music,Baby Break It Down,Jagger/Richards,0.0
5,90’s Music,Babyface,U2; Bono,0.99
5,90’s Music,Babylon,The Tea Party,1.98
5,90’s Music,Babylon,The Tea Party,0.0
5,90’s Music,Back off Bitch,,0.99
5,90’s Music,Bad,U2,0.99
5,90’s Music,Bad Apples,,0.0
5,90’s Music,Bad Attitude,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",0.0
5,90’s Music,Bad Boy,Larry Williams,0.0
5,90’s Music,Bad Obsession,,0.99
5,90’s Music,Bad Seed,"Hetfield, Ulrich, Hammett",0.99
5,90’s Music,Badge,Clapton/Harrison,0.99
5,90’s Music,Baixo Rio,,0.0
5,90’s Music,Baião Ambiental [Instrumental],Chico Science,0.0
5,90’s Music,Balada Da Paula,Emerson Villani,0.0
5,90’s Music,Ballot or the Bullet,Van Halen,0.0
5,90’s Music,Banditismo Por Uma Questa,,0.99
5,90’s Music,Banditismo Por Uma Questa,,0.99
5,90’s Music,Bankrobber,Joe Strummer/Mick Jones,0.99
5,90’s Music,Basket Case,Billie Joe Armstrong -Words Green Day -Music,1.98
5,90’s Music,Bass Trap,U2,0.99
5,90’s Music,Bastille Day,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.0
5,90’s Music,Be Aggressive,,0.99
5,90’s Music,Be Mine,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.99
5,90’s Music,Be Quick Or Be Dead,,0.0
5,90’s Music,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,0.0
5,90’s Music,Be Quick Or Be Dead,Bruce Dickinson/Janick Gers,0.0
5,90’s Music,Beach Sequence,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.99
5,90’s Music,Been A Son,Kurt Cobain,0.99
5,90’s Music,Before You Accuse Me,Eugene McDaniel,0.99
5,90’s Music,Beira Mar,Gilberto Gil,1.98
5,90’s Music,Believe,James Iha,0.0
5,90’s Music,Believe,,0.99
5,90’s Music,Bell Bottom Blues,Clapton,0.99
5,90’s Music,Belong,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,0.0
5,90’s Music,Bem Devagar,Gilberto Gil,1.98
5,90’s Music,Best Thing,,0.99
5,90’s Music,Beth,"S. Penridge, Bob Ezrin, Peter Criss",0.99
5,90’s Music,Beth,"Peter Criss, Stan Penridge, Bob Ezrin",0.0
5,90’s Music,Better Man,Eddie Vedder,0.0
5,90’s Music,Better Than You,"Hetfield, Ulrich",1.98
5,90’s Music,Bichos Escrotos (Vinheta),Titãs,0.0
5,90’s Music,Binky The Doormat,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,1.98
5,90’s Music,Biruta,,0.0
5,90’s Music,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,0.0
5,90’s Music,Bittersweet Me,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.99
5,90’s Music,Black,Stone Gossard & Eddie Vedder,0.99
5,90’s Music,Black,Dave Krusen/Stone Gossard,0.0
5,90’s Music,Black Capricorn Day,Jay Kay,0.99
5,90’s Music,Black Diamond,Paul Stanley,0.99
5,90’s Music,Black Dog,John Paul Jones/Robert Plant,0.99
5,90’s Music,Black Hole Sun,Soundgarden,0.99
5,90’s Music,Black Light Syndrome,"Terry Bozzio, Steve Stevens, Tony Levin",0.99
5,90’s Music,Black Night,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",0.99
5,90’s Music,Black Sabbath,,0.0
5,90’s Music,Bleed The Freak,Jerry Cantrell,0.99
5,90’s Music,Bleed Together,Chris Cornell,0.99
5,90’s Music,Bleeding Me,"James Hetfield, Lars Ulrich, Kirk Hammett",0.99
5,90’s Music,Blew,Kurt Cobain,0.0
5,90’s Music,Blind Man,"Steven Tyler, Joe Perry, Taylor Rhodes",0.99
5,90’s Music,Blinded By Rainbows,Jagger/Richards,0.0
5,90’s Music,Blitzkrieg,Jones/Sirotto/Smith,0.99
5,90’s Music,Blood,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.0
5,90’s Music,Blood On The World's Hands,Steve Harris,0.99
5,90’s Music,Blood Sugar Sex Magik,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.0
5,90’s Music,Blow Up The Outside World,Chris Cornell,0.0
5,90’s Music,Blow Your Mind,"Smith, Toby",0.99
5,90’s Music,Blue Train,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",0.99
5,90’s Music,Boa Noite,,0.0
5,90’s Music,Bodies,Rodolfo,0.0
5,90’s Music,Body Count,,0.99
5,90’s Music,Body Count Anthem,,0.99
5,90’s Music,Body Count's In The House,,0.99
5,90’s Music,Book Of Thel,Eddie Casillas/Roy Z,0.99
5,90’s Music,Book of Hours,"Terry Bozzio, Steve Stevens, Tony Levin",0.0
5,90’s Music,Bora-Bora,Herbert Vianna,0.99
5,90’s Music,Bossa,,0.99
5,90’s Music,Bowels Of The Devil,,1.98
5,90’s Music,Brain Stew,Billie Joe Armstrong -Words Green Day -Music,0.99
5,90’s Music,Brand New Car,Jagger/Richards,0.0
5,90’s Music,Brasília 5:31,Herbert Vianna,0.99
5,90’s Music,Breadfan,Bourge/Phillips/Shelley,0.99
5,90’s Music,Breakdown,W. Axl Rose,1.98
5,90’s Music,Breakfast In Bed,"Blackmore, Glover, Turner",0.0
5,90’s Music,Breakfast In Bed,,0.0
5,90’s Music,Breaking The Girl,Anthony Kiedis/Chad Smith/Flea/John Frusciante,0.0
5,90’s Music,Breed,Kurt Cobain,0.0
5,90’s Music,Breed,Kurt Cobain,0.99
5,90’s Music,Bring Me Your Cup,,0.99
5,90’s Music,Bring Your Daughter... ...To The Slaughter,Bruce Dickinson,0.99
5,90’s Music,Bring Your Daughter... To The Slaughter,Bruce Dickinson,0.99
5,90’s Music,Bring Your Daughter... To The Slaughter...,,0.0
5,90’s Music,Bringin' On The Heartbreak,,0.0
5,90’s Music,Bullet With Butterfly Wings,Billy Corgan,1.98
5,90’s Music,Burden In My Hand,Chris Cornell,0.99
5,90’s Music,Burning Up,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",0.0
5,90’s Music,Butterfly,Jay Kay/Toby Smith,0.0
5,90’s Music,By-Tor And The Snow Dog,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.0
5,90’s Music,Bê-a-Bá,Rodolfo,0.99
5,90’s Music,C'Mon Everybody,Eddie Cochran/Jerry Capehart,0.99
5,90’s Music,C'est La Vie,,1.98
5,90’s Music,Cabeça Dinossauro,Titãs,1.98
5,90’s Music,Caffeine,,1.98
5,90’s Music,Cajueiro,Rodolfo,0.0
5,90’s Music,Caleidoscópio,Herbert Vianna,0.99
5,90’s Music,Californication,Red Hot Chili Peppers,0.99
5,90’s Music,Call Me At Cleo´s,,0.0
5,90’s Music,Call Me a Dog,,0.99
5,90’s Music,Call Of The Wild,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",0.0
5,90’s Music,Calling Dr. Love,Gene Simmons,1.98
5,90’s Music,Camarão que Dorme e Onda Leva,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",0.99
5,90’s Music,Can I Play With Madness,,0.0
5,90’s Music,Can I Play With Madness,Adrian Smith/Bruce Dickinson/Steve Harris,1.98
5,90’s Music,Can't Get This Stuff No More,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",0.0
5,90’s Music,Can't Stand Losing You,G M Sumner,0.99
5,90’s Music,Can't Stop Loving You,Van Halen,0.99
5,90’s Music,Canned Heat,Jay Kay,0.0
5,90’s Music,Caralho Voador,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.0
5,90’s Music,Caras Como Eu,Toni Bellotto,0.99
5,90’s Music,Carmen: Overture,Georges Bizet,0.0
5,90’s Music,Carmina Burana: O Fortuna,Carl Orff,0.0
5,90’s Music,Carol,Chuck Berry,0.99
5,90’s Music,Carolina,Chico Buarque,0.99
5,90’s Music,Carpe Diem Baby,"Hetfield, Ulrich, Hammett",0.0
5,90’s Music,Cascades : I'm Not Your Lover,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",0.99
5,90’s Music,Cavalleria Rusticana \ Act \ Intermezzo Sinfonico,Pietro Mascagni,0.0
5,90’s Music,Chains Of Misery,Bruce Dickinson/David Murray,0.99
5,90’s Music,Chaos-Control,"Terry Bozzio, Steve Stevens, Tony Levin",0.99
5,90’s Music,Chemical Wedding,Roy Z,1.98
5,90’s Music,Cherub Rock,Billy Corgan,1.98
5,90’s Music,Chico Não Vai na Corimba,Dudu Nobre/Zeca Pagodinho,0.0
5,90’s Music,Child In Time (Son Of Aleric - Instrumental),"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",0.0
5,90’s Music,Childhood's End,Steve Harris,0.0
5,90’s Music,Cidade,,0.0
5,90’s Music,Cigano,,0.99
5,90’s Music,Circles,,0.0
5,90’s Music,Civil War,Duff McKagan/Slash/W. Axl Rose,0.99
5,90’s Music,Clash City Rockers,Joe Strummer/Mick Jones,0.99
5,90’s Music,Closer To The Heart,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,0.99
5,90’s Music,Cocaine,Cale/Clapton,0.0
5,90’s Music,Cold Gin,Ace Frehley,0.99
5,90’s Music,Cold Sweat,Alfred Ellis/James Brown,0.0
5,90’s Music,Colibri,Richard Bull,0.99
5,90’s Music,Collision,Jon Hudson/Mike Patton,0.0
5,90’s Music,Com A Perna No Mundo,Gonzaga Jr.,0.0
5,90’s Music,Coma,,0.99
5,90’s Music,Come And Get Some Of This,E. Schrody/L. Muggerud/R. Medrano,0.0
5,90’s Music,Come As You Are,Kurt Cobain,0.0
5,90’s Music,Começaria Tudo Outra Vez,,0.99
5,90’s Music,Comida,Titãs,1.98
5,90’s Music,Comin' Home,"Paul Stanley, Ace Frehley",0.99
5,90’s Music,Commercial 1,L. Muggerud,0.0
5,90’s Music,Commercial 2,L. Muggerud,0.99
5,90’s Music,Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,0.99
5,90’s Music,Communication Breakdown(2),Jimmy Page/John Bonham/John Paul Jones,0.99
5,90’s Music,Communication Breakdown(3),Jimmy Page/John Bonham/John Paul Jones,0.0
5,90’s Music,Como Estais Amigos,Blaze Bayley/Janick Gers,0.99
5,90’s Music,Complete Control,Joe Strummer/Mick Jones,0.0
5,90’s Music,Comportamento Geral,Gonzaga Jr,1.98
5,90’s Music,Computadores Fazem Arte,,0.99
5,90’s Music,"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",Frédéric Chopin,0.99
5,90’s Music,"Concerto for Violin, Strings and Continuo in G Major, Op. 3, No. 9: I. Allegro",Pietro Antonio Locatelli,0.0
5,90’s Music,Confidência,,0.0
5,90’s Music,Confusion,"Jerry Cantrell, Michael Starr, Layne Staley",0.99
5,90’s Music,Copacabana (Live),,0.99
5,90’s Music,Corazon Espinado,F. Olivera,0.0
5,90’s Music,Coração Em Desalinho,Mauro Diniz/Ratino Sigem,0.99
5,90’s Music,Corduroy,Pearl Jam & Eddie Vedder,0.99
5,90’s Music,Corinna,Jesse Ed Davis III/Taj Mahal,0.99
5,90’s Music,Corpo De Lama,Chico Science,0.0
5,90’s Music,Corpse (These Chains Are Way Too Long),"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.0
5,90’s Music,Country Feedback,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,1.98
5,90’s Music,Crack Hitler,,0.0
5,90’s Music,Crackerman,Kretz/R. DeLeo/Weiland,0.99
5,90’s Music,Crash Course In Brain Surgery,Bourge/Phillips/Shelley,0.99
5,90’s Music,Crazy,"Steven Tyler, Joe Perry, Desmond Child",0.0
5,90’s Music,Creep,R. DeLeo/Weiland,0.99
5,90’s Music,Creeping Death,Apocalyptica,0.0
5,90’s Music,Criança De Domingo,Chico Science,0.99
5,90’s Music,Crossroads,Clapton/Robert Johnson Arr: Eric Clapton,0.99
5,90’s Music,Crushing Day,,0.0
5,90’s Music,Cryin',"Steven Tyler, Joe Perry, Taylor Rhodes",0.0
5,90’s Music,Crying In The Rain,Coverdale,0.0
5,90’s Music,Cuckoo For Caca,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0.99
5,90’s Music,Cure,"James Hetfield, Lars Ulrich",0.99
5,90’s Music,Cérebro Eletrônico (Live),,0.0
5,90’s Music,D Note,,0.0
5,90’s Music,Da Lama Ao Caos,,0.99
5,90’s Music,Daddy's Gonna Pay For Your Crashed Car,U2; Bono,0.0
5,90’s Music,Damage Case,Clarke/Farren/Kilmister/Tayler,0.99
5,90’s Music,Dance Enquanto é Tempo,,0.99
5,90’s Music,Dancing Barefoot,Ivan Kral/Patti Smith,0.99
5,90’s Music,"Danny Boy, Danny Boy",E. Schrody/L. Muggerud,0.99
5,90’s Music,Dark Corners,"Terry Bozzio, Steve Stevens, Tony Levin",0.99
5,90’s Music,Dark Side Of The Cog,Jean Paul Maunick,0.0
5,90’s Music,"Das Lied Von Der Erde, Von Der Jugend",Gustav Mahler,0.0
5,90’s Music,Daughter,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.0
5,90’s Music,Daughter,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,0.0
5,90’s Music,Dazed And Confused,Jimmy Page/Led Zeppelin,0.99
5,90’s Music,Dazed and Confused,Jimmy Page,0.99
5,90’s Music,"De Do Do Do, De Da Da Da",G M Sumner,0.99
5,90’s Music,De La Luz,,0.99
5,90’s Music,De Ouro E Marfim (Live),,0.99
5,90’s Music,Dead And Bloated,R. DeLeo/Weiland,0.99
5,90’s Music,Dead Horse,,0.99
5,90’s Music,Deep,Jeff Ament/Stone Gossard,0.0
5,90’s Music,Deep Waters,Richard Bull,0.99
5,90’s Music,Deeper Underground,Toby Smith,0.99
5,90’s Music,Departure,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.99
5,90’s Music,Desire,U2,0.99
5,90’s Music,Desordem,Charles Gavin/Marcelo Fromer/Sérgio Britto,0.0
5,90’s Music,Destitute Illusions,Derrick McKenzie/Jay Kay/Toby Smith,0.99
5,90’s Music,Detroit Rock City,"Paul Stanley, B. Ezrin",0.0
5,90’s Music,Deuce,Gene Simmons,0.99
5,90’s Music,Deuces Are Wild,"Steven Tyler, Jim Vallance",1.98
5,90’s Music,Devil's Dance,"Hetfield, Ulrich",0.0
5,90’s Music,Dezesseis,Renato Russo,0.99
5,90’s Music,Dezesseis,Dado Villa-Lobos/Marcelo Bonfá,0.99
5,90’s Music,Didgin' Out,"Buchanan, Wallis",0.0
5,90’s Music,Die Die My Darling,Danzig,0.99
5,90’s Music,Die Walküre: The Ride of the Valkyries,Richard Wagner,0.99
5,90’s Music,"Diga Lá, Coração",,0.99
5,90’s Music,Digging The Grave,"Mike Bordin, Billy Gould, Mike Patton",0.0
5,90’s Music,Din Din Wo (Little Child),Habib Koité,0.99
5,90’s Music,Dirty Day,"U2; Bono & Edge, The",1.98
5,90’s Music,Dirty Water Dog,Van Halen,0.99
5,90’s Music,Disarm,Billy Corgan,0.99
5,90’s Music,Discotheque,"Bono, The Edge, Adam Clayton, and Larry Mullen",0.99
5,90’s Music,Dissident,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.99
5,90’s Music,Diversão,Titãs,0.0
5,90’s Music,Divirta-Se (Saindo Da Sua),,0.99
5,90’s Music,Do The Evolution,Eddie Vedder & Stone Gossard,0.0
5,90’s Music,Do You Feel Loved,"Bono, The Edge, Adam Clayton, and Larry Mullen",0.99
5,90’s Music,Do You Have Other Loves?,,0.99
5,90’s Music,Do You Like The Way,L. Hill,0.99
5,90’s Music,Do You Love Me,"Paul Stanley, Bob Ezrin, Kim Fowley",0.99
5,90’s Music,Do You Love Me,"Paul Stanley, B. Ezrin, K. Fowley",0.0
5,90’s Music,Doll,"Dave, Taylor, Nate, Chris",0.0
5,90’s Music,Domingo,Sérgio Britto/Toni Bellotto,0.99
5,90’s Music,Domino,Gene Simmons,0.0
5,90’s Music,Don't Cry,Izzy Stradlin'/W. Axl Rose,0.99
5,90’s Music,Don't Cry (Original),,0.99
5,90’s Music,Don't Damn Me,,0.99
5,90’s Music,Don't Go Away Mad (Just Go Away),Mick Mars/Nikki Sixx,0.0
5,90’s Music,Don't Look To The Eyes Of A Stranger,Steve Harris,1.98
5,90’s Music,Don't Stand So Close to Me '86,G M Sumner,0.0
5,90’s Music,Don't Stand so Close to Me,G M Sumner,0.99
5,90’s Music,Don't Tread On Me,Ulrich,0.0
5,90’s Music,Double Talkin' Jive,,0.99
5,90’s Music,Doutor,Bino/Da Gama/Toni Garrido,0.99
5,90’s Music,Downtown,Cidade Negra,0.0
5,90’s Music,Dr. Feelgood,Mick Mars/Nikki Sixx,0.0
5,90’s Music,Drain You,Kurt Cobain,0.0
5,90’s Music,Drain You,Kurt Cobain,0.0
5,90’s Music,Drown,Billy Corgan,0.99
5,90’s Music,Drão,Gilberto Gil,0.0
5,90’s Music,Drão,Gilberto Gil,0.0
5,90’s Music,Dude (Looks Like A Lady),"Steven Tyler, Joe Perry, Desmond Child",0.0
5,90’s Music,Duende,"Terry Bozzio, Steve Stevens, Tony Levin",0.99
5,90’s Music,Dujji,,0.99
5,90’s Music,Dust N' Bones,,0.99
5,90’s Music,E Vamos À Luta,,0.0
5,90’s Music,E-Bow The Letter,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.0
5,90’s Music,Earth Mofo,,0.0
5,90’s Music,Easily,Red Hot Chili Peppers,0.0
5,90’s Music,Easy,,1.98
5,90’s Music,Eat The Rich,"Steven Tyler, Joe Perry, Jim Vallance",0.0
5,90’s Music,Echo,J. Satriani,0.0
5,90’s Music,Eclipse Oculto,Caetano Veloso,0.99
5,90’s Music,Eduardo E Mônica,Renato Russo,0.0
5,90’s Music,El Corazon Manda,E.Weiss,0.0
5,90’s Music,El Farol,Carlos Santana & KC Porter,0.99
5,90’s Music,Elderly Woman Behind The Counter In A Small Town,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,0.99
5,90’s Music,Elderly Woman Behind The Counter In A Small Town,Dave Abbruzzese & Jeff Ament & Stone Gossard & Mike McCready & Eddie Vedder,0.0
5,90’s Music,Electrolite,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,0.99
5,90’s Music,Elvis Ate America,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",0.0
5,90’s Music,Emerald,The Tea Party,0.0
5,90’s Music,Emergency On Planet Earth,"Smith, Toby",0.0
5,90’s Music,Emit Remmus,Red Hot Chili Peppers,0.0
5,90’s Music,Encontrar Alguém,Marco Tulio Lara/Rogerio Flausino,0.99
5,90’s Music,Endgame,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,0.99
5,90’s Music,Endless Deep,U2,0.0
5,90’s Music,English Civil War,Mick Jones/Traditional arr. Joe Strummer,0.0
5,90’s Music,Enough Space,Dave Grohl,0.0
5,90’s Music,Enquanto O Mundo Explode,Chico Science,0.0
5,90’s Music,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,0.0
5,90’s Music,Enter Sandman,"James Hetfield, Lars Ulrich and Kirk Hammett",0.0
5,90’s Music,Enter Sandman,Apocalyptica,0.0
5,90’s Music,Entrando Na Sua (Intro),,0.99
5,90’s Music,Entre E Ouça,,0.99
5,90’s Music,Era Uma Vez,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,0.99
5,90’s Music,Esotérico,Gilberto Gil,0.0
5,90’s Music,Esperando Por Mim,Renato Russo,0.0
5,90’s Music,"Espere Por Mim, Morena",Gonzaguinha,0.0
5,90’s Music,Esporrei Na Manivela,Rodolfo,1.98
5,90’s Music,Esquinas,,1.98
5,90’s Music,Esse Cara,Caetano Veloso,0.99
5,90’s Music,Estranged,W. Axl Rose,0.99
